156	43	36
161	45	36
166	48	36
169	52	36
161	54	36
163	62	36
158	45	37
157	45	37
157	46	37
163	50	37
165	50	37
165	51	37
165	52	37
165	63	37
155	47	38
165	47	38
159	48	38
155	51	38
165	51	38
168	52	38
165	53	38
162	53	38
170	60	38
160	62	38
163	67	38
169	62	39
171	59	40
152	42	35
155	43	36
162	50	37
165	53	37
160	54	36
171	54	38
168	59	37
173	60	39
